category,subject,lecturer,section,post/reply,"number of assignment","number of quiz","total assignment+quiz (including uts)","other activities","link to list of forums","link to list of assignments","link to list of quizzes"
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY",18,0,0,"Tryout uts 3rd",1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY",22,0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY",23,0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY",24,0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY",25,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY",26,0,"UAS DASAR DASAR PEMASARAN",0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 1 Session 1",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 1 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 2 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 2 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 3 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 4 Session 2",0,0,"MID TERM",1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 5 Session 2",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 6 Session 1",7,1,1,2,2,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 6 Session 2",7,1,1,2,2,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 7 Session 2",0,0,1,1,3,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 8 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN G 1556","Juniarty  JUNIARTY","Week 8 Session 2",0,0,"Tryout UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 1 Session 1",0,0,0,0,3,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 4 Session 2",0,0,"MID TERM2",1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN H 1557","DANET ARYA PATRIA","Week 8 Session 2",0,4,0,4,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 1 Session 1",0,0,0,0,3,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 4 Session 2",0,0,"MID TERM2",1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN I 1558","DANET ARYA PATRIA","Week 8 Session 2",0,"UAS Dasar-Dasar Pemasaran",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 1 Session 1",0,1,0,1,2,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 2 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 3 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 3 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 4 Session 2",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 6 Session 2",1,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 8 Session 1",0,0,3,3,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN K2BS 3217","Paulus K.","Week 8 Session 2",0,1,"Ujian Akhir Semester",2,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 1 Session 1",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 4 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 6 Session 1",10,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 6 Session 2",1,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 8 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","DASAR-DASAR PEMASARAN KKBS 3020","Paulus K.","Week 8 Session 2",0,1,"Ujian Akhir Semester",2,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 1 Session 1",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 1 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 4 Session 2",0,0,"Midterm Exam",1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 8 Session 1",0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA A 1789","KIM SUNG SUK","Week 8 Session 2",0,2,"UAS/FINAL EXAM",4,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA KKBS 3011","KIM SUNG SUK","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA KKBS 3011","KIM SUNG SUK","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA KKBS 3011","KIM SUNG SUK","Week 1 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA KKBS 3011","KIM SUNG SUK","Week 2 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA KKBS 3011","KIM SUNG SUK","Week 2 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA KKBS 3011","KIM SUNG SUK","Week 3 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","EKONOMETRIKA KKBS 3011","KIM SUNG SUK","Week 3 Session 2",0,1,0,1,0,Link,Link,Link
